Tourist_ID,Come_From,Age,Gender,Travel_Purpose,Preferred_Destination,total_cost_USD,Travel_Frequency_per_Year,travel_with,Traveler_Type
T0368,New Zealand,23,Other,Leisure,Discovery,186.48,7.0,With Family,Low
T0369,France,33,Male,Education,Adventure,2447.0,5.0,With Family,Medium
T0370,UK,63,Other,Leisure,Beach,674.6025,7.0,With Family,Low
T0371,USA,69,Male,Education,Beach,4297.0,5.0,With Family,High
T0372,South Africa,74,Male,Business,Discovery,1839.825,7.0,Without Family,Medium
T0373,France,71,Male,Medical,Mountain,1196.0,5.0,Without Family,Medium
T0374,South Africa,48,Male,Business,Discovery,598.5563999999999,7.0,Without Family,Low
T0375,Germany,27,Other,Business,Countryside,1882.0,4.0,With Family,Medium
T0376,South Africa,35,Male,Leisure,Culture,306.6375,7.0,Unknown,Low
T0377,China,22,Male,Medical,City,2813.0,5.0,Without Family,Medium
T0378,India,30,Other,Leisure,Beach,919.9125,7.0,With Family,Low
T0379,USA,69,Male,Leisure,Beach,2759.7375,7.0,Unknown,Medium
T0380,France,57,Other,Education,Beach,3097.0,5.0,Without Family,High
T0381,Italy,58,Other,Leisure,Beach,3442.57361,7.0,With Family,High
T0382,USA,24,Female,Leisure,Adventure,919.9125,7.0,Without Family,Low
T0383,Germany,75,Other,Business,Countryside,3626.0,10.0,With Family,High
T0384,Malawi,18,Male,Business,Mountain,919.9125,7.0,Without Family,Low
T0385,Australia,30,Female,Medical,Adventure,2065.0,10.0,Without Family,Medium
T0386,Canada,60,Other,Medical,City,2674.0,3.0,With Family,Medium
T0387,UK,64,Other,Leisure,Discovery,3158.0055,7.0,With Family,High
T0388,India,67,Female,Business,Mountain,1226.55,7.0,Unknown,Medium
T0389,France,32,Other,Education,Mountain,4977.0,5.0,With Family,High
T0390,USA,74,Other,Leisure,Discovery,429.2925,7.0,With Family,Low
T0391,Australia,43,Other,Medical,Adventure,4471.0,11.0,With Family,High
T0392,France,53,Other,Medical,Adventure,1556.0,7.0,Without Family,Medium
T0393,Germany,53,Other,Leisure,Discovery,839.6521,7.0,With Family,Low
T0394,Canada,36,Male,Education,Countryside,1322.0,8.0,With Family,Medium
T0395,UK,20,Female,Leisure,Beach,122.655,7.0,Unknown,Low
T0396,Brazil,31,Female,Leisure,Discovery,10075.8252,7.0,With Family,High
T0397,India,18,Female,Education,Mountain,2827.0,7.0,Without Family,Medium
T0398,Kenya,73,Male,Business,Mountain,183.9825,7.0,Unknown,Low
T0399,Germany,23,Female,Leisure,Adventure,3927.0,7.0,With Family,High
T0400,South Africa,50,Male,Business,Discovery,245.31,7.0,Without Family,Low
T0401,Spain,20,Other,Leisure,Discovery,4760.827407,7.0,With Family,High
T0402,China,39,Male,Leisure,City,4122.0,10.0,Without Family,High
T0403,UK,23,Female,Volunteering,Discovery,235.00994,7.0,Unknown,Low
T0404,France,30,Other,Leisure,Discovery,5918.10375,7.0,With Family,High
T0405,Germany,65,Female,Leisure,Adventure,4347.0,7.0,With Family,High
T0406,Spain,56,Other,Leisure,Discovery,7359.3,7.0,With Family,High
T0407,Australia,65,Other,Leisure,Countryside,3451.0,4.0,With Family,High
T0408,Germany,47,Other,Education,Adventure,4281.0,6.0,With Family,High
T0409,Italy,51,Other,Leisure,business,9199.125,7.0,With Family,High
T0410,UK,40,Female,Leisure,City,544.0,9.0,With Family,Low
T0411,Oman,30,Male,Leisure,Discovery,2453.1,7.0,With Family,Medium
T0412,Australia,56,Other,Leisure,City,3912.0,9.0,Without Family,High
T0413,Australia,23,Female,Leisure,Beach,367.965,7.0,Unknown,Low
T0414,France,75,Female,Business,City,2495.0,5.0,Without Family,Medium
T0415,Switzerland,68,Female,Leisure,Discovery,4170.27,7.0,With Family,High
T0416,China,70,Female,Medical,Countryside,1800.0,10.0,Without Family,Medium
T0417,Egypt,40,Male,Leisure,Discovery,367.965,7.0,Without Family,Low
T0418,Australia,60,Other,Business,Countryside,3738.0,8.0,With Family,High
T0419,Germany,47,Other,Leisure,Beach,7665.9375,7.0,With Family,High
T0420,USA,64,Female,Leisure,Adventure,3942.0,11.0,Without Family,High
T0421,USA,27,Male,Volunteering,Adventure,170.2,7.0,Unknown,Low
T0422,Australia,74,Male,Education,Countryside,393.0,11.0,Without Family,Low
T0423,Kenya,61,Female,Leisure,Adventure,214.64625,7.0,Without Family,Low
T0424,Canada,35,Male,Leisure,Mountain,980.0,6.0,With Family,Low
T0425,Switzerland,62,Other,Leisure,Discovery,8125.89375,7.0,With Family,High
T0426,UK,47,Other,Medical,Countryside,3196.0,3.0,With Family,High
T0427,India,20,Male,Business,Beach,306.6375,7.0,Without Family,Low
T0428,Sweden,33,Female,Leisure,Discovery,2105.337,7.0,Without Family,Medium
T0429,Canada,41,Other,Education,Beach,1827.0,6.0,Without Family,Medium
T0430,Germany,28,Male,Medical,Adventure,1960.0,10.0,With Family,Medium
T0431,USA,21,Other,Leisure,Discovery,2518.9563,7.0,With Family,Medium
T0432,France,71,Female,Medical,Beach,3137.0,6.0,With Family,High
T0433,Portugal,51,Other,Leisure,Discovery,2453.1,7.0,With Family,Medium
T0434,China,53,Other,Business,Countryside,3274.0,7.0,With Family,High
T0435,India,28,Male,Business,Adventure,827.92125,7.0,Unknown,Low
T0436,Korea,75,Female,Business,Discovery,2177.12625,7.0,Unknown,Medium
T0437,India,36,Other,Medical,City,203.0,6.0,With Family,Low
T0438,Germany,65,Male,Leisure,Discovery,613.275,7.0,With Family,Low
T0439,France,58,Male,Leisure,City,1929.0,9.0,With Family,Medium
T0440,USA,40,Male,Leisure,Discovery,2453.1,7.0,Without Family,Medium
T0441,Italy,32,Male,Business,Mountain,367.965,7.0,Without Family,Low
T0442,China,47,Female,Medical,Beach,3891.0,4.0,With Family,High
T0443,Germany,69,Male,Business,Adventure,899.0,11.0,Without Family,Low
T0444,USA,23,Male,Leisure,Discovery,3287.154,7.0,Unknown,High
T0445,UK,53,Male,Leisure,Mountain,883.0,5.0,Without Family,Low
T0446,UK,19,Other,Leisure,Discovery,245.31,7.0,With Family,Low
T0447,China,65,Female,Leisure,Countryside,2287.0,5.0,With Family,Medium
T0448,UK,63,Other,Leisure,Discovery,2631.67125,7.0,With Family,Medium
T0449,Canada,30,Male,Business,Mountain,2302.0,10.0,Without Family,Medium
T0450,France,42,Other,Leisure,Discovery,370.0,7.0,With Family,Low
T0451,Kenya,40,Male,Business,Discovery,222.00555,7.0,Unknown,Low
T0452,Germany,43,Female,Medical,Countryside,3250.0,6.0,Without Family,High
T0453,Italy,33,Male,Other,Discovery,367.965,7.0,Unknown,Low
T0454,Germany,24,Male,Education,Adventure,3767.0,5.0,Without Family,High
T0455,France,25,Male,Leisure,City,4855.0,6.0,Without Family,High
T0456,France,69,Female,Leisure,Beach,1226.55,7.0,Without Family,Medium
T0457,Sweden,69,Male,Business,Beach,919.9125,7.0,Unknown,Low
T0458,Germany,54,Other,Education,City,3789.0,11.0,Without Family,High
T0459,Uganda,22,Female,Leisure,Beach,306.6375,7.0,Unknown,Low
T0460,Australia,23,Other,Education,Adventure,1118.0,5.0,Without Family,Medium
T0461,China,75,Other,Medical,Countryside,647.0,9.0,Without Family,Low
T0462,Spain,72,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T0463,South Africa,24,Male,Business,Mountain,613.275,7.0,Unknown,Low
T0464,India,30,Female,Business,Adventure,2452.0,6.0,With Family,Medium
T0465,USA,23,Other,Volunteering,Adventure,1533.1875,7.0,With Family,Medium
T0466,Canada,37,Other,Medical,City,414.0,8.0,With Family,Low
T0467,Canada,24,Other,Leisure,Beach,183.9825,7.0,With Family,Low
T0468,France,73,Other,Leisure,Discovery,3679.65,7.0,With Family,High
T0469,USA,75,Male,Leisure,Beach,797.2574999999999,7.0,Without Family,Low
T0470,UK,34,Male,Medical,Beach,2221.0,5.0,With Family,Medium
T0471,USA,31,Other,Leisure,Beach,1022.0,3.0,With Family,Medium
T0472,Italy,75,Female,Business,Discovery,858.585,7.0,Without Family,Low
T0473,France,53,Female,Medical,Adventure,2436.0,11.0,Without Family,Medium
T0474,Germany,71,Male,Education,Countryside,3435.0,8.0,Without Family,High
T0475,Denmark,28,Female,Leisure,Adventure,1110.0,7.0,Unknown,Medium
T0476,Switzerland,18,Male,Leisure,Discovery,1287.8775,7.0,Unknown,Medium
T0477,USA,24,Female,Leisure,Discovery,1260.280125,7.0,With Family,Medium
T0478,USA,67,Male,Leisure,Culture,306.6375,7.0,Without Family,Low
T0479,Germany,74,Male,Medical,Mountain,1835.0,7.0,Without Family,Medium
T0480,UK,73,Male,Leisure,Adventure,4927.0,7.0,Without Family,High
T0481,Spain,19,Other,Leisure,Discovery,14274.0857,7.0,With Family,High
T0482,China,32,Male,Leisure,Mountain,4997.0,8.0,Without Family,High
T0483,India,41,Other,Leisure,Beach,2637.0825,7.0,With Family,Medium
T0484,Canada,18,Female,Leisure,Beach,919.9125,7.0,Without Family,Low
T0485,UK,73,Female,Business,Countryside,2303.0,6.0,Without Family,Medium
T0486,India,75,Male,Medical,Adventure,1127.0,4.0,With Family,Medium
T0487,Netherlands,54,Other,Leisure,Beach,10425.675,7.0,With Family,High
T0488,USA,33,Male,Business,Mountain,367.965,7.0,Unknown,Low
T0489,UK,65,Male,Leisure,City,582.0,11.0,Without Family,Low
T0490,Germany,18,Other,Leisure,Beach,1679.3042,7.0,With Family,Medium
T0491,Canada,75,Other,Education,Beach,4506.0,10.0,Without Family,High
T0492,Austria,32,Female,Volunteering,Culture,3679.65,7.0,With Family,High
T0493,UK,61,Male,Medical,Mountain,2707.0,7.0,Without Family,Medium
T0494,UK,45,Female,Leisure,Discovery,429.2925,7.0,Unknown,Low
T0495,UK,41,Male,Business,Countryside,1355.0,6.0,With Family,Medium
T0496,UK,21,Male,Business,Beach,1226.55,7.0,Without Family,Medium
T0497,Canada,41,Other,Leisure,Countryside,4604.0,9.0,Without Family,High
T0498,Swaziland,22,Male,Leisure,Beach,5887.44,7.0,Unknown,High
T0499,Kenya,31,Male,Business,Mountain,429.2925,7.0,Without Family,Low
T0500,Canada,23,Male,Business,Countryside,263.0,4.0,With Family,Low
T0501,UK,54,Other,Education,Countryside,4833.0,7.0,With Family,High
T0502,USA,49,Other,Leisure,Discovery,6439.3875,7.0,With Family,High
T0503,India,51,Male,Medical,Mountain,4876.0,3.0,With Family,High
T0504,Australia,73,Female,Medical,Mountain,3661.0,11.0,Without Family,High
T0505,Norway,60,Other,Business,Mountain,919.9125,7.0,With Family,Low
T0506,Australia,26,Male,Medical,Adventure,4223.0,5.0,Without Family,High
T0507,Italy,19,Other,Leisure,Discovery,9812.4,7.0,With Family,High
T0508,Tunisia,65,Male,Business,Beach,5826.1125,7.0,Without Family,High
T0509,France,50,Male,Education,Adventure,923.0,8.0,Without Family,Low
T0510,UK,23,Male,Education,Adventure,360.0,6.0,With Family,Low
T0511,Australia,26,Male,Education,Countryside,4592.0,10.0,With Family,High
T0512,UK,20,Male,Leisure,Adventure,2882.3925,7.0,Without Family,Medium
T0513,Germany,73,Other,Business,Beach,3022.0,6.0,With Family,High
T0514,UK,38,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T0515,India,19,Other,Medical,Beach,3354.0,5.0,Without Family,High
T0516,USA,20,Female,Business,Mountain,551.9475,7.0,Without Family,Low
T0517,Uae,68,Male,Leisure,Beach,4906.2,7.0,Without Family,High
T0518,India,74,Male,Education,Mountain,3960.0,7.0,Without Family,High
T0519,Zambia,27,Female,Education,Beach,183.9825,7.0,Unknown,Low
T0520,USA,38,Other,Medical,Adventure,3742.0,3.0,With Family,High
T0521,USA,68,Other,Leisure,Discovery,2453.1,7.0,With Family,Medium
T0522,Australia,18,Female,Medical,Adventure,1488.0,6.0,With Family,Medium
T0523,USA,20,Female,Medical,Beach,3134.0,4.0,Without Family,High
T0524,South Africa,36,Female,Leisure,Beach,2250.71925,7.0,With Family,Medium
T0525,Switzerland,21,Male,Business,Mountain,1962.48,7.0,Without Family,Medium
T0526,China,64,Other,Education,Adventure,3084.0,4.0,Without Family,High
T0527,Denmark,19,Other,Leisure,Culture,4292.925,7.0,With Family,High
T0528,Canada,69,Other,Business,Countryside,4024.0,7.0,Without Family,High
T0529,USA,20,Female,Leisure,Discovery,3679.65,7.0,Unknown,High
T0530,China,69,Other,Medical,Adventure,3706.0,11.0,Without Family,High
T0531,Australia,18,Male,Education,Beach,3001.0,7.0,With Family,High
T0532,UK,45,Female,Volunteering,Culture,1052.6685,7.0,Without Family,Medium
T0533,USA,70,Female,Business,Discovery,159.4515,7.0,Unknown,Low
T0534,USA,34,Other,Business,Beach,2746.0,10.0,With Family,Medium
T0535,South Africa,65,Male,Business,Discovery,981.24,7.0,Without Family,Low
T0536,UK,58,Other,Medical,Adventure,3718.0,11.0,With Family,High
T0537,India,32,Male,Education,Adventure,538.0,7.0,Without Family,Low
T0538,South Africa,18,Male,Business,Discovery,1226.55,7.0,Without Family,Medium
T0539,China,62,Female,Medical,Adventure,3026.0,11.0,With Family,High
T0540,Kuwait,46,Male,Leisure,Beach,1226.55,7.0,Without Family,Medium
T0541,Japan,21,Male,Leisure,Business,122.655,7.0,Unknown,Low
T0542,Australia,43,Female,Business,Countryside,3306.0,5.0,With Family,High
T0543,USA,44,Female,Education,Beach,879.0,10.0,With Family,Low
T0544,Netherlands,33,Female,Business,Discovery,153.31875,7.0,Unknown,Low
T0545,Zimbabwe,55,Other,Leisure,Beach,2453.1,7.0,With Family,Medium
T0546,Canada,44,Female,Leisure,Countryside,3517.0,5.0,Without Family,High
T0547,UK,28,Female,Leisure,Culture,557.914305,7.0,Unknown,Low
T0548,Australia,32,Female,Business,Countryside,3923.0,4.0,With Family,High
T0549,UK,68,Female,Volunteering,Beach,1579.00275,7.0,Without Family,Medium
T0550,Canada,70,Female,Medical,Adventure,1987.0,7.0,Without Family,Medium
T0551,Italy,30,Female,Volunteering,Adventure,1133.530335,7.0,With Family,Medium
T0552,India,18,Other,Business,Mountain,820.0,11.0,With Family,Low
T0553,Greece,24,Male,Leisure,Beach,858.585,7.0,With Family,Low
T0554,Spain,69,Other,Leisure,Discovery,10495.65125,7.0,With Family,High
T0555,Germany,48,Female,Leisure,Countryside,4369.0,3.0,With Family,High
T0556,Uae,22,Male,Business,Discovery,858.585,7.0,With Family,Low
T0557,France,22,Female,Leisure,Discovery,740.0259,7.0,With Family,Low
T0558,Canada,21,Male,Leisure,Countryside,4299.0,11.0,With Family,High
T0559,Canada,43,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T0560,South Africa,21,Male,Leisure,Discovery,1318.54125,7.0,Without Family,Medium
T0561,France,63,Female,Medical,Beach,4737.0,4.0,Without Family,High
T0562,Switzerland,71,Female,Business,Mountain,293.878235,7.0,Unknown,Low
T0563,Uae,62,Male,Business,Discovery,613.275,7.0,Without Family,Low
T0564,Germany,22,Other,Business,Adventure,1447.0,11.0,Without Family,Medium
T0565,Uae,23,Male,Leisure,Discovery,1226.55,7.0,Without Family,Medium
T0566,China,52,Male,Business,Beach,429.2925,7.0,Without Family,Low
T0567,Germany,31,Male,Education,Adventure,4548.0,11.0,With Family,High
T0568,USA,55,Female,Business,Discovery,1864.356,7.0,Unknown,Medium
T0569,UK,28,Male,Business,Discovery,263.70825,7.0,Unknown,Low
T0570,Canada,62,Male,Education,Adventure,428.0,9.0,Without Family,Low
T0571,USA,55,Other,Leisure,Discovery,7113.99,7.0,With Family,High
T0572,Italy,18,Other,Leisure,Discovery,1679.3042,7.0,With Family,Medium
T0573,China,38,Other,Medical,Adventure,3823.0,5.0,With Family,High
T0574,Switzerland,19,Male,Business,Discovery,613.275,7.0,Without Family,Low
T0575,China,73,Other,Education,Countryside,1535.0,5.0,Without Family,Medium
T0576,China,21,Male,Leisure,Discovery,1023.9528,7.0,Without Family,Medium
T0577,UK,34,Other,Medical,Beach,561.0,6.0,With Family,Low
T0578,Australia,52,Female,Volunteering,Culture,728.571625,7.0,Unknown,Low
T0579,India,37,Female,Leisure,Discovery,613.275,7.0,With Family,Low
T0580,Zambia,65,Male,Business,Discovery,459.95625,7.0,Unknown,Low
T0581,UK,56,Male,Business,Adventure,1135.0,3.0,With Family,Medium
T0582,Zimbabwe,63,Other,Leisure,Beach,2453.1,7.0,With Family,Medium
T0583,UK,28,Female,Leisure,Adventure,555.0,7.0,With Family,Low
T0584,UK,42,Female,Education,Beach,964.0,5.0,With Family,Low
T0585,South Africa,21,Male,Education,Adventure,574.906,7.0,Unknown,Low
T0586,Canada,72,Female,Leisure,Beach,2269.1175,7.0,Without Family,Medium
T0587,France,70,Female,Business,Adventure,1176.0,11.0,Without Family,Medium
T0588,South Africa,74,Female,Business,Discovery,183.9825,7.0,Without Family,Low
T0589,India,31,Male,Leisure,Mountain,856.0,11.0,Without Family,Low
T0590,Uae,30,Male,Leisure,Culture,1226.55,7.0,Unknown,Medium
T0591,USA,61,Female,Leisure,Countryside,1732.0,9.0,Without Family,Medium
T0592,France,19,Male,Leisure,Adventure,1625.0,7.0,Without Family,Medium
T0593,Germany,22,Other,Leisure,Discovery,8396.521,7.0,With Family,High
T0594,USA,49,Other,Education,Beach,697.0,7.0,With Family,Low
T0595,UK,64,Male,Leisure,Discovery,134.9205,7.0,Unknown,Low
T0596,Canada,24,Male,Leisure,Discovery,1226.55,7.0,Without Family,Medium
T0597,Germany,71,Male,Medical,Beach,2771.0,6.0,With Family,Medium
T0598,India,51,Male,Education,Adventure,4692.0,10.0,With Family,High
T0599,India,24,Male,Business,Mountain,2146.4625,7.0,With Family,Medium
T0600,China,43,Female,Medical,City,2060.0,8.0,Without Family,Medium
T0601,UK,43,Other,Leisure,Discovery,6887.07825,7.0,With Family,High
T0602,India,72,Male,Medical,Mountain,393.0,3.0,Without Family,Low
T0603,Sweden,31,Other,Leisure,Business,7604.61,7.0,With Family,High
T0604,USA,22,Male,Education,Discovery,12265.5,7.0,Unknown,High
T0605,Germany,29,Female,Education,City,2535.0,3.0,With Family,Medium
T0606,USA,53,Other,Leisure,Business,3986.2875,7.0,With Family,High
T0607,India,23,Male,Business,Discovery,306.6375,7.0,Unknown,Low
T0608,USA,31,Male,Business,Countryside,2414.0,10.0,Without Family,Medium
T0609,South Africa,20,Male,Business,Mountain,183.9825,7.0,Without Family,Low
T0610,China,75,Male,Leisure,Adventure,2459.0,9.0,Without Family,Medium
T0611,France,22,Male,Leisure,Adventure,919.9125,7.0,Unknown,Low
T0612,Australia,59,Male,Volunteering,Discovery,161.875,7.0,Unknown,Low
T0613,China,57,Other,Business,Countryside,3494.0,9.0,Without Family,High
T0614,India,75,Male,Other,Adventure,6316.7325,7.0,Without Family,High
T0615,UK,75,Other,Medical,Adventure,4093.0,7.0,Without Family,High
T0616,Netherlands,28,Other,Leisure,Discovery,2099.13025,7.0,With Family,Medium
T0617,UK,72,Male,Medical,Countryside,2614.0,5.0,Without Family,Medium
T0618,USA,75,Female,Education,Business,3066.375,7.0,Without Family,High
T0619,USA,48,Male,Leisure,Business,919.9125,7.0,With Family,Low
T0620,China,69,Female,Business,Beach,3407.0,5.0,Without Family,High
T0621,UK,21,Female,Leisure,Beach,578.967675,7.0,Unknown,Low
T0622,France,68,Male,Education,Beach,1848.0,6.0,With Family,Medium
T0623,India,22,Male,Business,Discovery,337.30125,7.0,Unknown,Low
T0624,China,18,Female,Business,Adventure,3656.0,11.0,With Family,High
T0625,Germany,31,Male,Business,Adventure,2392.0,11.0,Without Family,Medium
T0626,South Africa,49,Other,Leisure,Beach,9812.4,7.0,With Family,High
T0627,Germany,75,Male,Leisure,Mountain,1086.0,8.0,With Family,Medium
T0628,UK,24,Male,Leisure,Business,1901.1525,7.0,Without Family,Medium
T0629,South Africa,25,Male,Business,Beach,1318.54125,7.0,Without Family,Medium
T0630,Canada,51,Female,Medical,Adventure,3116.0,4.0,With Family,High
T0631,UK,73,Male,Business,Discovery,613.275,7.0,Without Family,Low
T0632,Spain,19,Male,Leisure,Discovery,2099.13025,7.0,Unknown,Medium
T0633,Canada,28,Male,Medical,Countryside,2381.0,7.0,Without Family,Medium
T0634,China,63,Male,Business,Mountain,3301.0,7.0,With Family,High
T0635,UK,73,Other,Leisure,Business,2575.755,7.0,With Family,Medium
T0636,Canada,18,Male,Leisure,Beach,4198.0,4.0,Without Family,High
T0637,UK,46,Female,Leisure,Discovery,1684.2696,7.0,With Family,Medium
T0638,UK,52,Other,Business,Mountain,3863.0,9.0,Without Family,High
T0639,India,22,Male,Leisure,Discovery,735.93,7.0,Unknown,Low
T0640,India,39,Female,Leisure,Mountain,4945.0,9.0,Without Family,High
T0641,Dominica,40,Other,Leisure,Discovery,12265.5,7.0,With Family,High
T0642,USA,62,Female,Education,Countryside,4137.0,4.0,With Family,High
T0643,USA,53,Female,Education,Culture,1226.55,7.0,Without Family,Medium
T0644,Australia,56,Female,Leisure,Beach,2640.0,7.0,With Family,Medium
T0645,Canada,20,Female,Leisure,Beach,196.861275,7.0,Without Family,Low
T0646,USA,55,Other,Medical,Countryside,1796.0,10.0,Without Family,Medium
T0647,Germany,71,Other,Education,City,2431.0,4.0,Without Family,Medium
T0648,UK,41,Female,Leisure,Culture,310.930425,7.0,With Family,Low
T0649,UK,71,Other,Leisure,Business,496.75275,7.0,With Family,Low
T0650,UK,56,Other,Leisure,Discovery,6526.5447,7.0,With Family,High
T0651,France,65,Other,Leisure,City,795.0,4.0,With Family,Low
